id_ubicacion;comuna;tipo_de_calle;direccion
2576;Comuna 10;CALLE;ACASSUSO y ARAUJO
2577;Comuna 10;AV. GRAL. PAZ;PAZ, GRAL. AV. y BRUSELAS
2578;Comuna 7;AVENIDA;LA PLATA AV. y CONSTITUCION
2579;Comuna 2;AVENIDA;SANTA FE AV. 2653
2580;Comuna 5;AVENIDA;CORRIENTES AV. y ESTADO DE PALESTINA
2581;Comuna 1;AVENIDA;9 DE JULIO AV. y ALVEAR, MARCELO T. DE
2582;Comuna 15;AVENIDA;COMBATIENTES DE MALVINAS AV. y CHORROARIN AV.
2583;Comuna 6;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO
2584;Comuna 15;AVENIDA;SAN MARTIN AV. y BEIRO, FRANCISCO AV.
2585;Comuna 4;AVENIDA;ALCORTA, AMANCIO AV. y SAENZ AV.
2586;Comuna 9;AVENIDA;ANDALGALA y ALBERDI, JUAN BAUTISTA AV.
2587;Comuna 7;AVENIDA;PUMACAHUA y CASTAÃ‘ARES AV.
2588;Comuna 12;CALLE;SUPERI y PEDRAZA, MANUELA
2589;Comuna 1;CALLE;YRIGOYEN, HIPOLITO 1210
2590;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. 1106
2591;Comuna 4;AVENIDA;SAENZ AV. y ALCORTA, AMANCIO AV.
2592;Comuna 5;AVENIDA;SARMIENTO y MEDRANO AV.
2593;Comuna 12;AVENIDA;LARRALDE, CRISOLOGO AV. y GALVAN
2594;Comuna 9;CALLE;ZELADA y MONTIEL
2595;Comuna 8;CALLE;MARTI, JOSE e ITAQUI
2596;Comuna 8;CALLE;ZUVIRIA y DE LA TORRE, LISANDRO
2597;Comuna 7;CALLE;ZELARRAYAN y BARCO CENTENERA DEL
2598;Comuna 15;CALLE;LOYOLA y FITZ ROY
2599;Comuna 10;CALLE;BAHIA BLANCA y GONZALEZ, ELPIDIO
2600;Comuna 11;AVENIDA;SAN MARTIN AV. 4816
2601;Comuna 6;AVENIDA;GAONA AV. y CUCHA CUCHA
2602;Comuna 3;CALLE;MATHEU y PAVON
2603;Comuna 3;CALLE;ESTADOS UNIDOS y ALBERTI
2604;Comuna 14;CALLE;OLLEROS 2141
2605;Comuna 11;AVENIDA;GAONA AV. y LAMAS, ANDRES
2606;Comuna 1;AVENIDA;INDEPENDENCIA AV. y HUERGO, ING. AV.
2607;Comuna 4;AVENIDA;SAENZ AV. y VENTANA
2608;Comuna 13;AVENIDA;LACROZE, FEDERICO AV. y CONDE
2609;Comuna 1;AVENIDA;HUERGO, ING. AV. y ESTADOS UNIDOS
2610;Comuna 14;CALLE;GORRITI y ACUÃ‘A DE FIGUEROA, FRANCISCO
2611;Comuna 9;CALLE;CAAGUAZU y CARHUE
2612;Comuna 3;CALLE;CASTELLI 122
2613;Comuna 4;CALLE;BOLIVAR 1666
2614;Comuna 14;CALLE;GUATEMALA 5550
2615;Comuna 3;CALLE;URQUIZA, GRAL. y MORENO
2616;Comuna 15;CALLE;CAMARGO 555
2617;Comuna 1;CALLE;BOLIVAR 1060
2618;Comuna 8;CALLE;FONROUGE y DE LA ROSA, JOSE I., DR.
2619;Comuna 4;CALLE;HERRERA 516
2620;Comuna 11;AVENIDA;LOPE DE VEGA AV. y TINOGASTA
2621;Comuna 4;AVENIDA;COLONIA AV. y LOS PATOS
2622;Comuna 15;AVENIDA;JUSTO, JUAN B. AV. 3642
2623;Comuna 7;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 2040
2624;Comuna 9;AVENIDA;GARZON, EUGENIO, GRAL. AV. y LARRAYA
2625;Comuna 14;AVENIDA;SANTA FE AV. 4601
2626;Comuna 4;AVENIDA;VELEZ SARSFIELD AV. y ALCORTA, AMANCIO AV.
2627;Comuna 13;AVENIDA;OLLEROS y CABILDO AV.
2628;Comuna 14;AVENIDA;DEL LIBERTADOR AV. 4944
2629;Comuna 14;AVENIDA;TAGLE y DEL LIBERTADOR AV.
2630;Comuna 5;CALLE;PAVON 3535
2631;Comuna 6;CALLE;VALLE y MARTINEZ, VICTOR
2632;Comuna 3;CALLE;RIOBAMBA y PERON, JUAN DOMINGO, TTE. GENERAL
2633;Comuna 14;AUTOPISTA;LUGONES, LEOPOLDO AV. y DORREGO AV.
2634;Comuna 11;AVENIDA;GAONA AV. y CUENCA
2635;Comuna 1;AVENIDA;HUERGO, ING. AV. y MORENO
2636;Comuna 6;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y MALVINAS ARGENTINAS
2637;Comuna 8;AVENIDA;LAFUENTE y FERNANDEZ DE LA CRUZ, F., GRAL. AV.
2638;Comuna 13;CALLE;PINO, VIRREY DEL y AMENABAR
2639;Comuna 3;CALLE;ALSINA, ADOLFO y SARANDI
2640;Comuna 10;CALLE;LASCANO y BAHIA BLANCA
2641;Comuna 3;CALLE;CALVO, CARLOS y ALBERTI
2642;Comuna 5;CALLE;MEXICO y BOCAYUVA, QUINTINO
2643;Comuna 2;AVENIDA;SANTA FE AV. y AGUERO
2644;Comuna 3;AVENIDA;RIVADAVIA AV. y ENTRE RIOS AV.
2645;Comuna 8;CALLE;ITAQUI y CAÃ‘ADA DE GOMEZ
2646;Comuna 7;CALLE;PRIMERA JUNTA y MALVINAS ARGENTINAS
2647;Comuna 3;CALLE;PASCO y CONSTITUCION
2648;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. y VIDAL
2649;Comuna 4;AVENIDA;EREZCANO AV. y 27 DE FEBRERO AV.
2650;Comuna 4;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y BARCO CENTENERA DEL
2651;Comuna 9;AVENIDA;DELLEPIANE, LUIS, TTE. GRAL. y MORENO, PERITO AV.
2652;Comuna 12;AVENIDA;BALBIN, RICARDO, DR. AV. 3647
2653;Comuna 13;AVENIDA;CABILDO AV. 2954
2654;Comuna 4;CALLE;PIROVANO 453
2655;Comuna 7;AVENIDA;RIVADAVIA AV. y ALVAREZ, DONATO, TTE. GRAL.
2656;Comuna 8;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. y PEDERNERA
2657;Comuna 2;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y QUIROGA JUAN FACUNDO BRIG. GRAL.
2658;Comuna 9;AVENIDA;ESCALADA AV. y ECHEANDIA
2659;Comuna 1;AVENIDA;ALEM, LEANDRO N. AV. y ALVEAR, MARCELO T. DE
2660;Comuna 15;AVENIDA;ELCANO AV. y GUZMAN AV.
2661;Comuna 5;CALLE;CONSTITUCION y COLOMBRES
2662;Comuna 5;CALLE;ROCAMORA y GASCON
2663;Comuna 4;CALLE;QUILMES 456
2664;Comuna 1;AVENIDA;MEXICO y 9 DE JULIO AV.
2665;Comuna 4;CALLE;CARRILLO, RAMON, DR. 60
2666;Comuna 15;CALLE;CASTILLO y FITZ ROY
2667;Comuna 2;AVENIDA;SANTA FE AV. 1778
2668;Comuna 3;AVENIDA;CATAMARCA y RIVADAVIA AV.
2669;Comuna 10;AVENIDA;LOPE DE VEGA AV. y MAGARIÃ‘OS CERVANTES, A.
2670;Comuna 6;AVENIDA;GOYENA, PEDRO AV. y MITRE, EMILIO
2671;Comuna 14;CALLE;REPUBLICA ARABE SIRIA y CABELLO
2672;Comuna 14;CALLE;PARAGUAY y ARMENIA
2673;Comuna 12;CALLE;MONROE 5002
2674;Comuna 3;AVENIDA;PUEYRREDON AV. 350
2675;Comuna 15;AVENIDA;DORREGO AV. y VERA
2676;Comuna 2;AVENIDA;LAS HERAS, GENERAL y CALLAO AV.
2677;Comuna 4;AVENIDA;VELEZ SARSFIELD AV. 170
2678;Comuna 4;CALLE;TABORDA, DIOGENES y TRAFUL
2679;Comuna 11;CALLE;LAMARCA, EMILIO y SAN BLAS
2680;Comuna 15;CALLE;NAVARRO y GAVILAN
2681;Comuna 1;CALLE;BRASIL 1200
2682;Comuna 3;AVENIDA;RIVADAVIA AV. y RIOBAMBA
2683;Comuna 6;AVENIDA;RIVADAVIA AV. 5027
2684;Comuna 12;AVENIDA;CONGRESO AV. y VALDENEGRO
2685;Comuna 6;AVENIDA;GOYENA, PEDRO AV. 400
2686;Comuna 4;AVENIDA;COBO AV. 652
2687;Comuna 4;AVENIDA;LA PLATA AV. y PAGOLA, CNEL.
2688;Comuna 11;CALLE;HABANA y PAZ, MARCOS
2689;Comuna 12;CALLE;UGARTE, MANUEL y CONDE
2690;Comuna 12;CALLE;NAHUEL HUAPI y GALVAN
2691;Comuna 15;CALLE;LINNEO y TERRERO
2692;Comuna 15;AVENIDA;SAN MARTIN AV. y JUSTO, JUAN B. AV.
2693;Comuna 6;AVENIDA;DIRECTORIO AV. y MITRE, EMILIO
2694;Comuna 9;AVENIDA;DIRECTORIO AV. y GORDILLO, TIMOTEO
2695;Comuna 10;CALLE;SANABRIA y SAN BLAS
2696;Comuna 11;CALLE;BOYACA y TRES ARROYOS
2697;Comuna 12;CALLE;DONADO y JURAMENTO
2698;Comuna 11;AVENIDA;HABANA y CHIVILCOY AV.
2699;Comuna 9;AVENIDA;SAN JUAN BAUTISTA DE LA SALLE AV. y ECHEANDIA
2700;Comuna 15;AVENIDA;CORRIENTES AV. y SERRANO
2701;Comuna 15;CALLE;DUMONT, SANTOS e ITURRI
2702;Comuna 3;CALLE;HUMBERTO 1Â° 3276
2703;Comuna 14;CALLE;DARREGUEYRA y GUEMES
2704;Comuna 5;AVENIDA;SAN JUAN AV. 3522
2705;Comuna 15;AVENIDA;DE LOS INCAS AV. 4512
2706;Comuna 7;AVENIDA;COREA AV. y CURAPALIGUE
2707;Comuna 1;AVENIDA;SAN JUAN AV. y SOLIS
2708;Comuna 15;AVENIDA;CORDOBA AV. y FITZ ROY
2709;Comuna 11;CALLE;SAN NICOLAS y TRES ARROYOS
2710;Comuna 2;CALLE;PEÃ‘A 2561
2711;Comuna 14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y BUNGE, INT.
2712;Comuna 10;AVENIDA;RIVADAVIA AV. 9800
2713;Comuna 8;AV. GRAL. PAZ;PAZ, GRAL. AV. 15100
2714;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.
2715;Comuna 4;AVENIDA;SANTA ELENA y CRUZ, OSVALDO AV.
2716;Comuna 15;AVENIDA;SAN MARTIN AV. 5101
2717;Comuna 10;AVENIDA;JUSTO, JUAN B. AV. y SANABRIA
2718;Comuna 10;AVENIDA;RIVADAVIA AV. y CARRASCO AV.
2719;Comuna 1;AVENIDA;SAN JUAN AV. y DEFENSA
2720;Comuna 6;AVENIDA;GOYENA, PEDRO AV. 1000
2721;Comuna 7;AVENIDA;ASAMBLEA AV. y BARCO CENTENERA DEL
2722;Comuna 10;CALLE;LOPE DE VEGA y BACACAY
2723;Comuna 15;AVENIDA;DE LOS INCAS AV. y ACHA, MARIANO, GRAL.
2724;Comuna 15;AVENIDA;CORRIENTES AV. y LAVALLEJA
2725;Comuna 4;AVENIDA;MORENO, PERITO AV. y ARBELETCHE, ANIBAL P.
2726;Comuna 5;AVENIDA;LA PLATA AV. 1388
2727;Comuna 3;CALLE;HUMBERTO 1Â° y COMBATE DE LOS POZOS
2728;Comuna 1;CALLE;MEXICO y SOLIS
2729;Comuna 15;CALLE;GODOY CRUZ y JUFRE
2730;Comuna 4;CALLE;CARRILLO, RAMON, DR. 375
2731;Comuna 11;CALLE;ARTIGAS, JOSE GERVASIO, GRAL. 3030
2732;Comuna 12;CALLE;VEDIA y CONESA
2733;Comuna 9;AVENIDA;OLIVERA AV. y TANDIL
2734;Comuna 14;AVENIDA;OBLIGADO RAFAEL, AV.COSTANERA y SALGUERO, JERONIMO
2735;Comuna 9;AVENIDA;ACOSTA, MARIANO AV. y PRIMERA JUNTA
2736;Comuna 2;AVENIDA;CORDOBA AV. y AGUERO
2737;Comuna 15;AVENIDA;FOREST AV. y DE LOS INCAS AV.
2738;Comuna 10;CALLE;PAZ, MARCOS y SASTRE, MARCOS
2739;Comuna 11;CALLE;TERRADA y GALICIA
2740;Comuna 12;CALLE;GRIVEO y ESTADO PLURINACIONAL DE BOLIVIA
2741;Comuna 13;CALLE;HERNANDEZ, JOSE y 3 DE FEBRERO
2742;Comuna 7;CALLE;PORTELA 300
2743;Comuna 4;AVENIDA;BROWN, ALTE. AV. y SUAREZ
2744;Comuna 15;AVENIDA;DORREGO AV. 737
2745;Comuna 15;AVENIDA;NAZCA AV. y SAN MARTIN AV.
2746;Comuna 10;AVENIDA;SANTO TOME y LOPE DE VEGA AV.
2747;Comuna 2;AVENIDA;LAS HERAS GENERAL AV. 1861
2748;Comuna 4;AVENIDA;DON PEDRO DE MENDOZA AV. 100
2749;Comuna 13;AVENIDA;CABILDO AV. 3110
2750;Comuna 4;AVENIDA;EREZCANO AV. y FERRE
2751;Comuna 10;AVENIDA;YERBAL y SEGUROLA AV.
2752;Comuna 6;AVENIDA;PUEYRREDON, HONORIO, DR. AV. y VALLESE, FELIPE
2753;Comuna 13;CALLE;CIUDAD DE LA PAZ e IBERA
2754;Comuna 9;CALLE;SALADILLO y TANDIL
2755;Comuna 7;CALLE;ZUVIRIA y NEPPER
2756;Comuna 6;CALLE;SAN JOSE DE CALASANZ y FORMOSA
2757;Comuna 13;CALLE;ARIAS y CUBA
2758;Comuna 8;CALLE;LARRAYA y BARROS PAZOS, JOSE
2759;Comuna 3;CALLE;JUNIN 715
2760;Comuna 9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 6900
2761;Comuna 13;AVENIDA;CABILDO AV. 1721
2762;Comuna 4;AVENIDA;IRIARTE, GRAL. AV. 2221
2763;Comuna 7;AVENIDA;BARCO CENTENERA DEL y ASAMBLEA AV.
2764;Comuna 6;AVENIDA;DIAZ VELEZ AV. e HIDALGO
2765;Comuna 9;AVENIDA;RIVADAVIA AV. y GORDILLO, TIMOTEO
2766;Comuna 13;CALLE;MONROE 2899
2767;Comuna 4;CALLE;BRANDSEN y CARRILLO, RAMON, DR.
2768;Comuna 9;AV. GRAL. PAZ;DE LOS CORRALES AV. y PAZ, GRAL. AV.
2769;Comuna 9;AVENIDA;OLIDEN y PERON, EVA AV.
2770;Comuna 14;AVENIDA;THAMES y SANTA FE AV.
2771;Comuna 14;AVENIDA;FRAY JUSTO SANTAMARIA DE ORO y SANTA FE AV.
2772;Comuna 7;AVENIDA;CARABOBO AV. 432
2773;Comuna 13;CALLE;O'HIGGINS 2600
2774;Comuna 10;CALLE;RAFAELA y MORETO
2775;Comuna 12;CALLE;CAPDEVILA y QUESADA
2776;Comuna 11;AVENIDA;ARGERICH y JUSTO, JUAN B. AV.
2777;Comuna 14;CALLE;FITZ ROY y COSTA RICA
2778;Comuna 4;CALLE;SANTO DOMINGO e IGUAZU
2779;Comuna 2;CALLE;AGUERO y FRENCH
2780;Comuna 15;AVENIDA;TRIUNVIRATO AV. 3613
2781;Comuna 7;AVENIDA;PERON, EVA AV. y VARELA AV.
2782;Comuna 2;AVENIDA;PUEYRREDON AV. 1777
2783;Comuna 15;AVENIDA;CHORROARIN AV. y DE LOS CONSTITUYENTES AV.
2784;Comuna 12;AVENIDA;CONGRESO AV. y ANDONAEGUI
2785;Comuna 7;AVENIDA;DIRECTORIO AV. 1976
2786;Comuna 11;AVENIDA;GAONA AV. y BOYACA
2787;;AVENIDA;NAZCA AV. y GAONA AV.
2788;Comuna 6;AVENIDA;HORTIGUERA y ALBERDI, JUAN BAUTISTA AV.
2789;Comuna 15;AVENIDA;CORRIENTES AV. y FRIAS, EUSTOQUIO, TTE. GENERAL
2790;Comuna 14;AVENIDA;SCALABRINI ORTIZ, RAUL AV. 1383
2791;Comuna 4;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1340
2792;Comuna 9;CALLE;DE LA TORRE, LISANDRO y ZELADA
2793;Comuna 9;CALLE;SCHMIDL, ULRICO 6435
2794;Comuna 9;CALLE;AMEGHINO, FLORENTINO, DR. 1290
2795;Comuna 1;AVENIDA;9 DE JULIO AV. y CALVO, CARLOS
2796;Comuna 1;AVENIDA;IRIGOYEN, BERNARDO DE y CASEROS AV.
2797;Comuna 11;AVENIDA;ALVAREZ JONTE AV. 2800
2798;Comuna 4;AVENIDA;PICHINCHA AV. 1903
2799;Comuna 7;AVENIDA;ASAMBLEA AV. y SALAS
2800;Comuna 1;AVENIDA;ENTRE RIOS AV. 1492
2801;Comuna 11;CALLE;SANTO TOME y ARGERICH
2802;Comuna 15;CALLE;CUCHA CUCHA 2754
2803;Comuna 6;CALLE;FORMOSA y BEAUCHEF
2804;Comuna 7;AVENIDA;GOYENA, PEDRO AV. y PUMACAHUA
2805;Comuna 11;AVENIDA;GAVILAN y JUSTO, JUAN B. AV.
2806;Comuna 3;AVENIDA;JUJUY AV. y BELGRANO AV.
2807;Comuna 12;CALLE;CRAMER y BESARES
2808;Comuna 10;CALLE;MAGARIÃ‘OS CERVANTES, A. e IRIGOYEN
2809;Comuna 3;CALLE;PASTEUR 533
2810;Comuna 11;CALLE;GONZALEZ, JOAQUIN V. y GONZALEZ, ELPIDIO
2811;Comuna 4;CALLE;NECOCHEA y 20 DE SETIEMBRE
2812;Comuna 13;CALLE;AMENABAR y ROOSEVELT FRANKLIN D.
2813;Comuna 14;CALLE;FRAY JUSTO SANTAMARIA DE ORO y BERUTI
2814;Comuna 11;CALLE;LASCANO y CONDARCO
2815;Comuna 4;AVENIDA;CASEROS AV. y ZAVALETA
2816;Comuna 15;AVENIDA;DE LOS CONSTITUYENTES AV. y NUEVA YORK
2817;Comuna 15;AVENIDA;CORRIENTES AV. y DARWIN
2818;Comuna 14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y MENDEZ, AGUSTIN
2819;Comuna 7;AVENIDA;RIESTRA AV. y MOM
2820;Comuna 1;AVENIDA;PASEO COLON AV. 1093
2821;Comuna 10;CALLE;SASTRE, MARCOS y CORTINA
2822;Comuna 4;CALLE;IRALA y CALIFORNIA
2823;Comuna 12;CALLE;ARTIGAS, JOSE GERVASIO, GRAL. 4757
2824;Comuna 6;CALLE;FIGUEROA, D. APOLINARIO, CORONEL y OROÃ‘O, NICASIO
2825;Comuna 4;AVENIDA;SUAREZ AV. y HORNOS, GRAL.
2826;Comuna 11;AVENIDA;BEIRO, FRANCISCO AV. y QUEVEDO
2827;Comuna 2;AVENIDA;PUEYRREDON AV. y PARAGUAY
2828;Comuna 14;AVENIDA;ORTIZ DE OCAMPO AV. y FIGUEROA ALCORTA, PRES. AV.
2829;Comuna 2;AVENIDA;CORDOBA AV. y CALLAO AV.
2830;Comuna 15;AVENIDA;HIDALGO y GALLARDO, ANGEL AV.
2831;Comuna 15;AVENIDA;TRIUNVIRATO AV. 3632
2832;Comuna 8;CALLE;MURGUIONDO 3373
2833;Comuna 9;CALLE;LACARRA y BONIFACIO, JOSE
2834;Comuna 10;CALLE;VIRGILIO y GONZALEZ, ELPIDIO
2835;Comuna 15;CALLE;GARCIA, JUAN AGUSTIN y CUCHA CUCHA
2836;Comuna 13;CALLE;MENDOZA y O'HIGGINS
2837;Comuna 3;CALLE;MATHEU y CHILE
2838;Comuna 6;CALLE;VALLE y HORTIGUERA
2839;Comuna 15;CALLE;CAMARGO 645
2840;Comuna 8;CALLE;LEGUIZAMON, MARTINIANO 4347
2841;Comuna 14;CALLE;ZAPATA 387
2842;Comuna 8;AV. GRAL. PAZ;PAZ, GRAL. AV. 15718
2843;Comuna 11;AVENIDA;JUSTO, JUAN B. AV. 5200
2844;Comuna 10;AVENIDA;CHIVILCOY y JUSTO, JUAN B. AV.
2845;Comuna 1;AVENIDA;INDEPENDENCIA AV. y 9 DE JULIO AV.
2846;Comuna 14;AVENIDA;SANTA FE AV. 4934
2847;Comuna 1;AVENIDA;ENTRE RIOS AV. 2084
2848;Comuna 1;CALLE;PERU y REPUBLICA BOLIVARIANA DE VENEZUELA
2849;Comuna 13;CALLE;PEDRAZA, MANUELA y AMENABAR
2850;Comuna 1;CALLE;PIEDRAS y CHILE
2851;Comuna 7;CALLE;ACOSTA, MARIANO y ZUVIRIA
2852;Comuna 9;AVENIDA;PERON, EVA AV. y ALBARIÃ‘O
2853;Comuna 7;AVENIDA;VERNET AV. y SENILLOSA
2854;Comuna 3;AVENIDA;JUJUY AV. 985
2855;Comuna 12;AVENIDA;BALBIN, RICARDO, DR. AV. e IBERA
2856;Comuna 4;AVENIDA;BROWN, ALTE. AV. y OLAVARRIA
2857;Comuna 2;AVENIDA;SANTA FE AV. 1543
2858;Comuna 7;CALLE;MENDEZ DE ANDES y BOYACA
2859;Comuna 8;CALLE;LEGUIZAMON, MARTINIANO y SAYOS
2860;Comuna 8;CALLE;CHILAVERT, MARTINIANO, CORONEL y GUAMINI
2861;Comuna 3;CALLE;URQUIZA, GRAL. y REPUBLICA BOLIVARIANA DE VENEZUELA
2862;Comuna 10;CALLE;FLORES, VENANCIO, GRAL. y CHIVILCOY
2863;Comuna 12;AVENIDA;CABILDO AV. y JARAMILLO
2864;Comuna 15;AVENIDA;CORRIENTES AV. 5899
2865;Comuna 7;AVENIDA;CULPINA y ALBERDI, JUAN BAUTISTA AV.
2866;Comuna 14;AVENIDA;LAVALLE y CORDOBA AV.
2867;Comuna 5;AVENIDA;INDEPENDENCIA AV. y MARMOL, JOSE
2868;Comuna 1;CALLE;CALVO, CARLOS 1700
2869;Comuna 13;CALLE;OLAGUER Y FELIU, VIRREY y SUPERI
2870;Comuna 10;CALLE;CERVANTES y GONZALEZ, ELPIDIO
2871;Comuna 11;CALLE;HELGUERA 1490
2872;Comuna 4;AVENIDA;ALMAFUERTE AV. 400
2873;Comuna 2;AVENIDA;SANTA FE AV. y AYACUCHO
2874;Comuna 6;AVENIDA;CALVO, CARLOS AV. y GOYENA, PEDRO AV.
2875;Comuna 12;AVENIDA;SAN ISIDRO LABRADOR AV. y DEHEZA
2876;Comuna 10;AVENIDA;JUSTO, JUAN B. AV. y SEGUROLA AV.
2877;Comuna 3;AVENIDA;LAVALLE y PUEYRREDON AV.
2878;Comuna 9;CALLE;SCHMIDL, ULRICO y GUAMINI
2879;Comuna 15;CALLE;GARCIA, JUAN AGUSTIN y RODRIGUEZ, MANUEL A., GENERAL
2880;Comuna 13;CALLE;ECHEVERRIA 2951
2881;Comuna 10;CALLE;MERCEDES y SASTRE, MARCOS
2882;Comuna 4;CALLE;LUPPI, ABRAHAM J. 1788
2883;Comuna 7;CALLE;SAN PEDRITO y LAFERRERE, GREGORIO DE
2884;Comuna 9;CALLE;REMEDIOS y CORVALAN
2885;Comuna 4;CALLE;VIEYTES 1528
2886;Comuna 3;AVENIDA;BELGRANO AV. y DEAN FUNES
2887;Comuna 10;AVENIDA;LOPE DE VEGA AV. y LASCANO
2888;Comuna 10;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y DOLORES
2889;Comuna 7;AVENIDA;VARELA y RIVADAVIA AV.
2890;Comuna 14;CALLE;FRENCH y SCALABRINI ORTIZ, RAUL
2891;Comuna 13;AVENIDA;CABILDO AV. 3200
2892;Comuna 14;AVENIDA;LAS HERAS GENERAL AV. 3231
2893;Comuna 12;AVENIDA;TRIUNVIRATO AV. y JURAMENTO
2894;Comuna 12;AVENIDA;VILELA y MELIAN AV.
2895;Comuna 7;AVENIDA;NAZCA AV. y FLORES, VENANCIO, GRAL.
2896;Comuna 6;AVENIDA;FORMOSA y MORENO, JOSE MARIA AV.
2897;Comuna 10;AVENIDA;CASTRO, EMILIO AV. y CORVALAN
2898;Comuna 15;AVENIDA;GALLARDO, ANGEL AV. y CORRIENTES AV.
2899;Comuna 8;AVENIDA;PORTELA y FERNANDEZ DE LA CRUZ, F., GRAL. AV.
2900;Comuna 15;CALLE;LA PAMPA 4990
2901;Comuna 1;CALLE;SOLIS 1252
2902;Comuna 8;CALLE;BASUALDO y CASCO, HORACIO, DR.
2903;Comuna 6;CALLE;MENDEZ DE ANDES y PUJOL
2904;Comuna 3;CALLE;MORENO y MATHEU
2905;Comuna 15;CALLE;LA PAMPA y AVALOS
2906;Comuna 12;CALLE;BLANCO ENCALADA y AIZPURUA
2907;Comuna 11;CALLE;BUFANO, ALFREDO R. 1800
2908;Comuna 7;CALLE;FERNANDEZ MORENO, BALDOMERO y SAN PEDRITO
2909;Comuna 8;AV. GRAL. PAZ;PAZ, GRAL. AV. e ITAQUI
2910;Comuna 14;AVENIDA;JUSTO, JUAN B. AV. y GORRITI
2911;Comuna 7;AVENIDA;COBO AV. y MORENO, JOSE MARIA AV.
2912;Comuna 7;AVENIDA;NAZCA AV. 242
2913;Comuna 9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y OLIDEN
2914;Comuna 14;AVENIDA;SANTA FE AV. y RAVIGNANI, EMILIO, DR.
2915;Comuna 3;CALLE;ECUADOR y LAVALLE
2916;Comuna 14;CALLE;GODOY CRUZ y PARAGUAY
2917;Comuna 3;CALLE;CALVO, CARLOS 1820
2918;Comuna 10;CALLE;SANABRIA y LASCANO
2919;Comuna 7;CALLE;ZAÃ‘ARTU y BARCO CENTENERA DEL
2920;Comuna 15;CALLE;SERRANO y MURILLO
2921;Comuna 3;CALLE;SARMIENTO y RIOBAMBA
2922;Comuna 3;CALLE;LAVALLE 1958
2923;Comuna 15;AVENIDA;CHARLONE y ELCANO AV.
2924;Comuna 7;AVENIDA;RIVADAVIA AV. y CUENCA
2925;Comuna 6;AVENIDA;CAMPICHUELO y DIAZ VELEZ AV.
2926;Comuna 14;CALLE;THAMES y PARAGUAY
2927;Comuna 10;CALLE;CHIVILCOY y CAMARONES
2928;Comuna 9;CALLE;REMEDIOS 3748
2929;Comuna 4;CALLE;OCHOA, ENRIQUE y CABRED, DOMINGO, DR.
2930;Comuna 7;AUTOPISTA;AUTOPISTA 25 DE MAYO y PUMACAHUA
2931;Comuna 10;AV. GRAL. PAZ;PAZ, GRAL. AV. 9226
2932;Comuna 10;AVENIDA;BRUSELAS y ARREGUI AV.
2933;Comuna 13;AVENIDA;FREIRE, RAMON, CAP. GRAL. y ELCANO AV.
2934;Comuna 5;AVENIDA;SAN JUAN AV. y COLOMBRES
2935;Comuna 3;AVENIDA;ENTRE RIOS AV. y GARAY, JUAN DE AV.
2936;Comuna 7;AVENIDA;GOYENA, PEDRO AV. y CURAPALIGUE
2937;Comuna 11;CALLE;VARELA, JOSE PEDRO y CERVANTES
2938;Comuna 2;CALLE;ARENALES y LAPRIDA
2939;Comuna 7;CALLE;ESTRADA y DOBLAS
2940;Comuna 13;CALLE;VUELTA DE OBLIGADO y BESARES
2941;Comuna 5;CALLE;ESTADOS UNIDOS 4140
2942;Comuna 4;CALLE;JOVELLANOS, GASPAR M. DE y CALIFORNIA
2943;Comuna 14;AVENIDA;DIAZ, CNEL. AV. y MANSILLA, LUCIO NORBERTO, GENERAL
2944;Comuna 7;AVENIDA;SAN PEDRITO AV. 33
2945;Comuna 9;AVENIDA;SAN JUAN BAUTISTA DE LA SALLE AV. y GARZON, EUGENIO, GRAL. AV.
2946;Comuna 5;AVENIDA;BOEDO AV. y CONSTITUCION
2947;Comuna 1;AVENIDA;GARAY, JUAN DE AV. 1800
2948;Comuna 6;AVENIDA;RIVADAVIA AV. 5594
2949;Comuna 6;AVENIDA;RIVADAVIA AV. y PAYSANDU
2950;Comuna 9;AVENIDA;PERON, EVA AV. 3850
2951;Comuna 9;CALLE;PATRON y MIRALLA
2952;Comuna 1;CALLE;ESTADOS UNIDOS y AZOPARDO
2953;Comuna 11;CALLE;CARRANZA, ADOLFO P. y CONDARCO
2954;Comuna 4;CALLE;USPALLATA y ATUEL
2955;Comuna 14;AVENIDA;SANTA FE AV. y GODOY CRUZ
2956;Comuna 9;AVENIDA;PERON, EVA AV. y MORETO
2957;Comuna 11;CALLE;GAVILAN y GARCIA, JUAN AGUSTIN
