id_ubicacion;comuna;tipo_de_calle;direccion
26055;13;CALLE;CUBA 2079
26056;7;CALLE;DIAZ, AVELINO y THORNE
26057;14;CALLE;PARAGUAY 4815
26058;14;CALLE;PARAGUAY y BORGES, JORGE LUIS
26059;4;CALLE;FAVALORO, RENE DR. y CHAMPAGNAT, MARCELINO
26060;1;CALLE;PAVON 1700
26061;4;CALLE;CERRI, DANIEL, GRAL. 1148
26062;12;CALLE;NU├æEZ y PLAZA
26063;10;AV. GRAL. PAZ;PAZ, GRAL. AV. y TINOGASTA
26064;9;AV. GRAL. PAZ;PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.
26065;10;AVENIDA;ESCALADA AV. 678
26066;11;AVENIDA;SAN MARTIN AV. 4960
26067;12;AVENIDA;TRIUNVIRATO AV. y ROOSEVELT FRANKLIN D. AV.
26068;6;AVENIDA;SENILLOSA y DIRECTORIO AV.
26069;14;AVENIDA;DEL LIBERTADOR AV. 3502
26070;2;AVENIDA;CORDOBA AV. y SANCHEZ DE BUSTAMANTE
26071;2;AVENIDA;FIGUEROA ALCORTA, PRES. AV. 2110
26072;4;AVENIDA;CRUZ, OSVALDO AV. y VELEZ SARSFIELD AV.
26073;1;AVENIDA;9 DE JULIO AV. y ALSINA, ADOLFO
26074;1;AVENIDA;DEL LIBERTADOR AV. 400
26075;4;AVENIDA;DON PEDRO DE MENDOZA AV. y PALACIOS, ALFREDO L.
26076;5;AVENIDA;SAN JUAN AV. y BOEDO AV.
26077;9;CALLE;FALCON, RAMON L.,CNEL. 6944
26078;11;CALLE;BAIGORRIA y CHIVILCOY
26079;10;CALLE;LOPE DE VEGA y SARACHAGA
26080;8;CALLE;IBA├æEZ y SALADILLO
26081;12;CALLE;AVALOS 1867
26082;13;CALLE;CIUDAD DE LA PAZ 569
26083;3;CALLE;LARREA 369
26084;1;CALLE;ALSINA, ADOLFO 1465
26085;1;CALLE;SALTA 649
26086;12;AV. GRAL. PAZ;CABILDO AV. y PAZ, GRAL. AV.
26087;15;AVENIDA;SAN MARTIN AV. y CITTADINI, BASILIO
26088;15;AVENIDA;SAN MARTIN AV. y CHORROARIN
26089;15;AVENIDA;WARNES AV. 2630
26090;7;AVENIDA;RIVADAVIA AV. 7609
26091;15;AVENIDA;ELCANO AV. y GIRIBONE
26092;15;AVENIDA;SERRANO y CORRIENTES AV.
26093;7;AVENIDA;VERNET AV. 350
26094;6;AVENIDA;INDEPENDENCIA AV. y LA PLATA AV.
26095;3;AVENIDA;INDEPENDENCIA AV. y JUJUY AV.
26096;3;AVENIDA;RIVADAVIA AV. 2535
26097;1;AVENIDA;CORRIENTES AV. y MAIPU
26098;4;AVENIDA;OLAVARRIA y MONTES DE OCA, MANUEL AV.
26099;7;AVENIDA;MORENO, PERITO AV. 3600
26100;9;CALLE;CAAGUAZU y CA├æADA DE GOMEZ
26101;11;CALLE;CAMPANA 4798
26102;8;CALLE;HUBAC y ALBARI├æO
26103;8;CALLE;LARRAZABAL y AQUINO
26104;7;CALLE;PORTELA 500
26105;15;CALLE;GARCIA, TEODORO y GIRIBONE
26106;15;CALLE;GUZMAN y ARENAL, CONCEPCION
26107;15;CALLE;RAMIREZ DE VELASCO, JUAN y ACEVEDO
26108;14;CALLE;MALABIA y PARAGUAY
26109;3;CALLE;PASCO y CHILE
26110;2;CALLE;PARAGUAY y JUNIN
26111;2;CALLE;RODRIGUEZ PE?A 1334
26112;1;CALLE;SANTIAGO DEL ESTERO 300
26113;4;CALLE;VIEYTES y OLAVARRIA
26114;7;AUTOPISTA;Autopista 25 de Mayo y Pje. del Buen Orden
26115;12;AVENIDA;MELIAN AV. y ARIAS
26116;12;AVENIDA;DONADO y OLAZABAL AV.
26117;10;AVENIDA;AZUL y DIRECTORIO AV.
26118;15;AVENIDA;SAN MARTIN AV. 2317
26119;5;AVENIDA;SAN JUAN AV. y COLOMBRES
26120;5;AVENIDA;CHICLANA AV. y LINIERS VIRREY
26121;14;AVENIDA;DEL LIBERTADOR AV. y CAVIA
26122;9;AVENIDA;DIRECTORIO AV. y DOLORES
26123;15;CALLE;ORO├æO, NICASIO y A├æASCO
26124;14;CALLE;HUMBOLDT y PARAGUAY
26125;5;CALLE;PERON, JUAN DOMINGO, TTE. GENERAL y YATAY
26126;1;CALLE;PARAGUAY 1200
26127;1;CALLE;PIEDRAS 1448
26128;14;CALLE;CHARCAS y ARAOZ
26129;9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y FONROUGE
26130;10;AVENIDA;RIVADAVIA AV. y CORRO, MIGUEL C. DEL, CANONIGO AV.
26131;12;AVENIDA;CONGRESO AV. y AGUAS BUENAS
26132;9;AVENIDA;TANDIL y OLIVERA AV.
26133;6;AVENIDA;DIAZ VELEZ AV. 5600
26134;6;AVENIDA;RIVADAVIA AV. 4751
26135;5;AVENIDA;RIVADAVIA AV. y MEDRANO AV.
26136;14;AVENIDA;SANTA FE AV. 4201
26137;4;AVENIDA;SAENZ AV. y TRAFUL
26138;4;AVENIDA;LA RIOJA y GARAY, JUAN DE AV.
26139;14;AVENIDA;SALGUERO, JERONIMO y FIGUEROA ALCORTA, PRES. AV.
26140;1;AVENIDA;BELGRANO AV. 1300
26141;1;AVENIDA;CORRIENTES AV. 1000
26142;14;AVENIDA;ESTADO DE ISRAEL AV. y CORDOBA AV.
26143;9;CALLE;PIERES y TAPALQUE
26144;7;CALLE;BONIFACIO, JOSE y MARTI, JOSE
26145;13;CALLE;NEWBERY, JORGE y ZAPATA
26146;14;CALLE;BONPLAND y COSTA RICA
26147;3;CALLE;ECUADOR 900
26148;3;CALLE;PASO 391
26149;3;CALLE;SARANDI y JENNER, EDUARDO, DR.
26150;1;CALLE;IRIGOYEN, BERNARDO DE 200
26151;4;CALLE;HORNOS, GRAL. 1022
26152;12;AV. GRAL. PAZ;PAZ, GRAL. AV. 3102
26153;12;AVENIDA;OLAZABAL AV. 4645
26154;7;AVENIDA;MORENO, PERITO AV. y ZUVIRIA
26155;13;AVENIDA;CABILDO AV. 2971
26156;7;AVENIDA;AVELLANEDA AV. y BOYACA AV.
26157;13;AVENIDA;DEL LIBERTADOR AV. y MONROE
26158;14;AVENIDA;DEL LIBERTADOR AV. y GOROSTIAGA
26159;13;AVENIDA;LUGONES, LEOPOLDO AV. y LA PAMPA
26160;4;AVENIDA;ALCORTA, AMANCIO AV. y CACHI
26161;14;AVENIDA;OBLIGADO RAFAEL, AV.COSTANERA 1500
26162;4;AVENIDA;IRIARTE, GRAL. AV. y MAGALDI, AGUSTIN
26163;1;AVENIDA;ESTADOS UNIDOS y 9 DE JULIO AV.
26164;4;AVENIDA;VALLE, ARISTOBULO DEL y BROWN, ALTE. AV.
26165;13;CALLE;ECHEVERRIA y 3 DE FEBRERO
26166;7;CALLE;SANTANDER 1100
26167;14;CALLE;GUATEMALA y GURRUCHAGA
26168;5;CALLE;GASCON 646
26169;4;CALLE;CARRILLO, RAMON, DR. 38
26170;1;CALLE;SALTA 900
26171;1;CALLE;BRASIL 1078
26172;2;CALLE;PADRE CARLOS MUGICA 3000
26173;8;AUTOPISTA;DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI
26174;8;AUTOPISTA;AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA y ROCA, CNEL. AV.
26175;8;AUTOPISTA;DELLEPIANE, LUIS, TTE. GRAL. y MIRALLA
26176;3;AVENIDA;Av. Jujuy e Hipólito Yrigoyen
26177;10;AVENIDA;JUSTO, JUAN B. AV. y CALDERON DE LA BARCA, PEDRO
26178;6;AVENIDA;JUSTO, JUAN B. AV. y FRAGATA PRES. SARMIENTO
26179;14;AVENIDA;SALGUERO, JERONIMO y HONDURAS AV.
26180;3;AVENIDA;PUEYRREDON AV. 430
26181;2;AVENIDA;LAS HERAS GENERAL AV. 2595
26182;1;AVENIDA;GARAY, JUAN DE AV. 1430
26183;10;CALLE;CASTRO, EMILIO y LEOPARDI
26184;11;CALLE;CUENCA 3190
26185;10;CALLE;MORON 3295
26186;8;CALLE;DELLEPIANE, LUIS, TTE. GRAL. 5001
26187;8;CALLE;LARRAYA 4000
26188;15;CALLE;CUCHA CUCHA 2500
26189;15;CALLE;A├æASCO y ORO├æO, NICASIO
26190;6;CALLE;ESPINOSA y GALICIA
26191;12;AV. GRAL. PAZ;PAZ, GRAL. AV. 4758
26192;11;AV. GRAL. PAZ;PAZ, GRAL. AV. 6432
26193;14;AVENIDA;Av Del Libertador y Jorge Newbery
26194;15;AVENIDA;GIRIBONE y FOREST AV.
26195;15;AVENIDA;JUSTO, JUAN B. AV. 3037
26196;8;AVENIDA;CONDOR y VARELA AV.
26197;4;AVENIDA;CASEROS AV. y SANTA CRUZ
26198;1;AVENIDA;CORRIENTES AV. 432
26199;12;CALLE;ARTIGAS, JOSE GERVASIO, GRAL. 5550
26200;10;CALLE;SANABRIA 1400
26201;10;CALLE;FALCON, RAMON L.,CNEL. y MOZART
26202;8;CALLE;DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL
26203;12;CALLE;BAUNESS y LA PAMPA
26204;10;CALLE;ARANGUREN, JUAN F., DR. y GONZALEZ, JOAQUIN V.
26205;10;CALLE;LAMARCA, EMILIO 416
26206;13;CALLE;ARCOS y BESARES
26207;13;CALLE;JURAMENTO y ARRIBE├æOS
26208;5;CALLE;PERON, JUAN DOMINGO, TTE. GENERAL y BILLINGHURST
26209;3;CALLE;CASTELLI 200
26210;4;CALLE;CALIFORNIA 2250
26211;4;CALLE;HERNANDARIAS y ARZOBISPO ESPINOSA
26212;1;CALLE;VILLAFLOR, AZUCENA 50
26213;10;AV. GRAL. PAZ;PAZ, GRAL. AV. y SANTO TOME
26214;SD;AV. GRAL. PAZ;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.
26215;11;AVENIDA;BEIRO, FRANCISCO AV. 5282
26216;12;AVENIDA;MONROE y TRIUNVIRATO AV.
26217;12;AVENIDA;TRIUNVIRATO AV. y BLANCO ENCALADA
26218;15;AVENIDA;SAN MARTIN AV. y MIGUEL ANGEL
26219;13;AVENIDA;DEL LIBERTADOR AV. 7501
26220;8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3600
26221;8;AVENIDA;LAFUENTE AV. y JANER, ANA MARIA
26222;14;AVENIDA;CABILDO AV. y DORREGO
26223;10;AVENIDA;FALCON, RAMON L.,CNEL. y ACOSTA, MARIANO AV.
26224;10;CALLE;GONZALEZ, JOAQUIN V. y SANTO TOME
26225;15;CALLE;TERRERO 2548
26226;7;CALLE;BOGOTA 2481
26227;13;CALLE;CIUDAD DE LA PAZ y ROOSEVELT FRANKLIN D.
26228;15;CALLE;ROJAS 1532
26229;5;CALLE;BOCAYUVA, QUINTINO 36
26230;4;CALLE;MAGALDI, AGUSTIN y ZEPITA
26231;1;CALLE;YRIGOYEN, HIPOLITO 1500
26232;9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 7400
26233;15;AVENIDA;LACROZE, FEDERICO AV. 4123
26234;7;AVENIDA;PERON, EVA AV. 2183
26235;6;AVENIDA;DIAZ VELEZ AV. y AMBROSETTI, JUAN B.
26236;5;AVENIDA;CONSTITUCION y BOEDO AV.
26237;4;AVENIDA;CASEROS AV. y COLONIA AV.
26238;10;CALLE;ARREGUI y RUIZ DE LOS LLANOS
26239;11;CALLE;ESCALADA DE SAN MARTIN, R. y LAMAS, ANDRES
26240;7;CALLE;GRANADEROS 59
26241;13;AUTOPISTA;UDAONDO, GUILLERMO AV. 901
26242;9;AV. GRAL. PAZ;PAZ, GRAL. AV. 11200
26243;11;AV. GRAL. PAZ;PAZ, GRAL. AV. 8010
26244;12;AVENIDA;DE LOS CONSTITUYENTES AV. y QUESADA
26245;12;AVENIDA;BALBIN, RICARDO, DR. AV. y ARIAS
26246;12;AVENIDA;CONGRESO AV. y ANDONAEGUI
26247;9;AVENIDA;DIRECTORIO AV. y WHITE
26248;13;AVENIDA;DEL LIBERTADOR AV. 7338
26249;5;AVENIDA;SAN JUAN AV. 4370
26250;4;AVENIDA;SAENZ AV. y OCHOA, ENRIQUE
26251;3;AVENIDA;INDEPENDENCIA AV. y MATHEU
26252;1;AVENIDA;MADERO, EDUARDO AV. 400
26253;15;AVENIDA;RODRIGUEZ, MANUEL A., GENERAL y SAN MARTIN AV.
26254;1;AVENIDA;CALABRIA AV. 1400
26255;9;CALLE;FALCON, RAMON L.,CNEL. y SUAREZ, JOSE LEON
26256;13;CALLE;VUELTA DE OBLIGADO 4348
26257;13;CALLE;ROOSEVELT FRANKLIN D. y CUBA
26258;5;CALLE;TREINTA Y TRES ORIENTALES 941
26259;5;CALLE;TUCUMAN 3602
26260;9;AV. GRAL. PAZ;CHAVEZ, JORGE y PAZ, GRAL. AV.
26261;12;AV. GRAL. PAZ;PAZ, GRAL. AV. 2400
26262;12;AVENIDA;GAVILAN y CARRIL, SALVADOR MARIA DEL AV.
26263;9;AVENIDA;PERON, EVA AV. y LARRAYA
26264;9;AVENIDA;DIRECTORIO AV. y LAGUNA
26265;9;AVENIDA;PERON, EVA AV. y EL TALA
26266;8;AVENIDA;ROCA, CNEL. AV. 4301
26267;14;AVENIDA;LAS HERAS GENERAL AV. y REPUBLICA DE LA INDIA
26268;4;AVENIDA;SAENZ AV. 761
26269;14;AVENIDA;DEL LIBERTADOR AV. y UGARTECHE
26270;4;AVENIDA;VELEZ SARSFIELD AV. y USPALLATA
26271;4;AVENIDA;HORNOS, GRAL. y SUAREZ AV.
26272;1;AVENIDA;CASTILLO, RAMON S., PRES. AV. 801
26273;9;CALLE;GORDILLO, TIMOTEO y BOQUERON
26274;9;CALLE;LARRAZABAL 1336
26275;10;CALLE;GONZALEZ, ELPIDIO y CHIVILCOY
26276;9;CALLE;LARRA├æAGA, DAMASO 801
26277;7;CALLE;MARTI, JOSE y FALCON, RAMON L.,CNEL.
26278;7;CALLE;PERGAMINO 1800
26279;6;CALLE;PAYSANDU y BELAUSTEGUI, LUIS, DR.
26280;14;CALLE;CRAMER y ARENAL, CONCEPCION
26281;14;CALLE;GODOY CRUZ y NICARAGUA
26282;14;CALLE;GORRITI 4671
26283;5;CALLE;PERON, JUAN DOMINGO, TTE. GENERAL 4190
26284;14;CALLE;CAVIA 3090
26285;4;CALLE;RIO CUARTO e IGUAZU
26286;3;CALLE;RIOBAMBA 40
26287;1;CALLE;IRIGOYEN, BERNARDO DE 50
26288;1;CALLE;SARMIENTO y MAIPU
26289;1;CALLE;CALVO, CARLOS y PERU
26290;1;CALLE;SAN MARTIN y VIAMONTE
26291;10;AV. GRAL. PAZ;PAZ, GRAL. AV. y NAZARRE
26292;9;AV. GRAL. PAZ;PAZ, GRAL. AV. y DE LOS CORRALES AV.
26293;9;AVENIDA;DIRECTORIO AV. y DE LA TORRE, LISANDRO AV.
26294;13;AVENIDA;DEL LIBERTADOR AV. y NU├æEZ
26295;13;AVENIDA;DEL LIBERTADOR AV. y PINO, VIRREY DEL
26296;15;AVENIDA;CORRIENTES AV. y MALABIA
26297;14;AVENIDA;SANTA FE AV. 3250
26298;4;AVENIDA;BROWN, ALTE. AV. 220
26299;13;AVENIDA;ALVAREZ THOMAS AV. y FOREST AV.
26300;14;AVENIDA;SANTA FE AV. y ANASAGASTI
26301;7;CALLE;DOBLAS 1200
26302;5;CALLE;MEXICO 3772
26303;1;CALLE;CEVALLOS, VIRREY 600
26304;1;CALLE;SALTA 873
26305;1;CALLE;TACUARI 1595
26306;4;CALLE;VALLE, ARISTOBULO DEL y PALOS
26307;4;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CALIFORNIA
26308;10;AVENIDA;LOPE DE VEGA AV. y ALVAREZ JONTE AV.
26309;11;AVENIDA;MERCEDES y BEIRO, FRANCISCO AV.
26310;9;AVENIDA;PERON, EVA AV. y CARHUE
26311;12;AVENIDA;JURAMENTO y TRIUNVIRATO AV.
26312;9;AVENIDA;WHITE y PERON, EVA AV.
26313;15;AVENIDA;SAN MARTIN AV. 2951
26314;14;AVENIDA;BUNGE, INT. y FIGUEROA ALCORTA, PRES. AV.
26315;14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y MENDEZ, AGUSTIN
26316;3;AVENIDA;SAN JUAN AV. 3060
26317;3;AVENIDA;PUEYRREDON AV. 250
26318;4;AVENIDA;JUJUY AV. 2059
26319;9;CALLE;ARTIGAS MANUEL DE y ANDALGALA
26320;12;CALLE;BLANCO ENCALADA 5024
26321;13;CALLE;VUELTA DE OBLIGADO 4426
26322;13;CALLE;VUELTA DE OBLIGADO e IBERA
26323;13;CALLE;MENDOZA y CONESA
26324;13;CALLE;ECHEVERRIA y HUSARES
26325;3;CALLE;AZCUENAGA 252
26326;3;CALLE;REPUBLICA BOLIVARIANA DE VENEZUELA 1931
26327;1;CALLE;SARMIENTO 1300
26328;4;CALLE;MELO, CARLOS F. y ARAOZ DE LAMADRID, GREGORIO, GRAL.
26329;8;CALLE;OLIDEN 3177
26330;15;CALLE;GARCIA, JUAN AGUSTIN y CUCHA CUCHA
26331;9;AVENIDA;RIVADAVIA AV. 10910
26332;11;AVENIDA;BEIRO, FRANCISCO AV. 4150
26333;9;AVENIDA;DE LOS CORRALES AV. 7200
26334;8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y MONTIEL
26335;13;AVENIDA;CRAMER AV. y ECHEVERRIA
26336;8;AVENIDA;ROCA, CNEL. AV. 5586
26337;13;AVENIDA;DEL LIBERTADOR AV. 6350
26338;15;AVENIDA;CORRIENTES AV. 5476
26339;15;AVENIDA;CORRIENTES AV. y SCALABRINI ORTIZ, RAUL AV.
26340;15;AVENIDA;SCALABRINI ORTIZ, RAUL AV. 476
26341;15;AVENIDA;CORRIENTES AV. y LAVALLEJA
26342;14;AVENIDA;SOLER y JUSTO, JUAN B. AV.
26343;14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y NOBLE, JULIO ARGENTINO
26344;1;AVENIDA;CORDOBA AV. 1733
26345;1;AVENIDA;ENTRE RIOS AV. 522
26346;1;AVENIDA;ENTRE RIOS AV. 600
26347;4;AVENIDA;IRIARTE, GRAL. AV. y SANTA MARIA DEL BUEN AIRE
26348;1;AVENIDA;AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.
26349;11;CALLE;DESAGUADERO y MORAN, PEDRO
26350;9;CALLE;GORDILLO, TIMOTEO y ZELADA
26351;10;CALLE;MIRANDA y MOLIERE
26352;12;CALLE;RAMALLO y DONADO
26353;10;CALLE;MORON y BAHIA BLANCA
26354;10;CALLE;MORON y CAMPANA
26355;8;CALLE;BASUALDO y ALVAREZ, CRISOSTOMO
26356;13;CALLE;ARCOS y CAMPOS SALLES
26357;6;CALLE;ROJAS y FRANKLIN
26358;7;CALLE;DOBLAS 2000
26359;12;CALLE;ALTOLAGUIRRE y LE BRETON, TOMAS A.
26360;12;AV. GRAL. PAZ;PAZ, GRAL. AV. 4050
26361;10;AVENIDA;ALVAREZ JONTE AV. y SANABRIA
26362;10;AVENIDA;CARRASCO AV. y MORON
26363;7;AVENIDA;AVELLANEDA AV. 1857
26364;7;AVENIDA;BONORINO, ESTEBAN, CNEL. AV. 2000
26365;6;AVENIDA;RIVADAVIA AV. 5375
26366;14;AVENIDA;DEL LIBERTADOR AV. y NEWBERY, JORGE
26367;8;AVENIDA;CONDOR y BONORINO, ESTEBAN, CNEL. AV.
26368;3;AVENIDA;SAN JUAN AV. 2900
26369;2;AVENIDA;CALLAO AV. 1859
26370;10;CALLE;LASCANO 6240
26371;10;CALLE;DIAZ, CESAR, GRAL. 5319
26372;12;CALLE;RAMALLO y MILLER
26373;11;CALLE;LASCANO 2950
26374;10;CALLE;BACACAY y LAMARCA, EMILIO
26375;7;CALLE;BOYACA 1080
26376;6;CALLE;RIO DE JANEIRO 450
26377;3;CALLE;MITRE, BARTOLOME y AGUERO
26378;9;CALLE;SAN PEDRO 5600
26379;5;CALLE;AGRELO y COLOMBRES
26380;9;AV. GRAL. PAZ;PAZ, GRAL. AV. y SCHMIDL, ULRICO
26381;9;AV. GRAL. PAZ;PAZ, GRAL. AV. y PIZARRO
26382;9;AVENIDA;CASTRO, EMILIO AV. y ERCILLA
26383;11;AVENIDA;CHIVILCOY AV. y SIMBRON
26384;15;AVENIDA;FOREST AV. 455
26385;14;AVENIDA;JUSTO, JUAN B. AV. 798
26386;14;AVENIDA;LAS HERAS GENERAL AV. 3759
26387;14;AVENIDA;BULNES y SANTA FE AV.
26388;4;AVENIDA;GARCIA, MARTIN AV. 400
26389;1;AVENIDA;HUERGO, ING. AV. y BELGRANO AV.
26390;9;CALLE;LEGUIZAMON, ONESIMO y MONTIEL
26391;12;CALLE;BUCARELLI y TAMBORINI, JOSE PASCUAL
26392;13;CALLE;MI├æONES y ECHEVERRIA
26393;14;CALLE;DORREGO y CONDE
26394;14;CALLE;BULNES 2076
26395;2;CALLE;SANCHEZ DE BUSTAMANTE 2104
26396;2;CALLE;PARAGUAY 2200
26397;2;CALLE;PARANA 800
26398;10;AVENIDA;LOPE DE VEGA AV. y MELINCUE
26399;7;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 2987
26400;13;AVENIDA;DEL LIBERTADOR AV. 8601
26401;6;AVENIDA;GAONA AV. y PUJOL
26402;13;AVENIDA;JURAMENTO AV. y VERTIZ VIRREY AV.
26403;7;AVENIDA;PERON, EVA AV. 1235
26404;12;CALLE;NAZCA y MISTRAL, GABRIELA
26405;2;CALLE;FRENCH 3100
26406;3;CALLE;PASCO 1134
26407;9;AVENIDA;CASTRO, EMILIO AV. y DE LA TORRE, LISANDRO
26408;9;AVENIDA;PERON, EVA AV. y DE LA TORRE, LISANDRO AV.
26409;7;AVENIDA;DIRECTORIO AV. 2980
26410;11;AVENIDA;JUSTO, JUAN B. AV. y ORO├æO, NICASIO
26411;15;AVENIDA;DORREGO AV. 114
26412;6;AVENIDA;GOYENA, PEDRO AV. y CRAIG
26413;6;AVENIDA;BEAUCHEF y ALBERDI, JUAN BAUTISTA AV.
26414;8;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. y VARELA
26415;4;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. y BONORINO, ESTEBAN, CNEL. AV.
26416;14;AVENIDA;CORDOBA AV. 4085
26417;5;AVENIDA;DIAZ VELEZ AV. 3505
26418;3;AVENIDA;CORDOBA AV. y AGUERO
26419;4;AVENIDA;ESPA├æA AV. 1800
26420;7;AVENIDA;PERON, EVA AV. y SAN PEDRITO
26421;8;CALLE;GUAMINI y DE LA ROSA, JOSE I., DR.
26422;11;CALLE;CAMPANA y LASCANO
26423;12;CALLE;PEREZ, ROQUE 4600
26424;8;CALLE;ZELARRAYAN y DE LA TORRE, LISANDRO
26425;11;CALLE;BOYACA y FIGUEROA, D. APOLINARIO, CORONEL
26426;5;CALLE;CASTRO BARROS 900
26427;14;CALLE;GUATEMALA y ALVAREZ, JULIAN
26428;5;CALLE;BULNES 1200
26429;2;CALLE;SANCHEZ DE BUSTAMANTE 1600
26430;4;CALLE;CHUTRO, PEDRO, PROF., DR. e IGUAZU
26431;1;CALLE;CONSTITUCION y LIMA
26432;4;CALLE;AZARA 841
26433;11;AV. GRAL. PAZ;PAZ, GRAL. AV. y MOSCONI GENERAL AV.
26434;12;AV. GRAL. PAZ;PAZ, GRAL. AV. y SUPERI
26435;10;AVENIDA;JUSTO, JUAN B. AV. y GARCIA, JUAN AGUSTIN
26436;11;AVENIDA;ALVAREZ JONTE AV. 3550
26437;11;AVENIDA;SAN NICOLAS y JUSTO, JUAN B. AV.
26438;7;AVENIDA;NAZCA AV. 300
26439;7;AVENIDA;RIVADAVIA AV. 6285
26440;7;AVENIDA;CASTA?ARES AV. 1500
26441;14;AVENIDA;SCALABRINI ORTIZ, RAUL AV. y GORRITI
26442;14;AVENIDA;BULLRICH, INT. AV. y DEL LIBERTADOR AV.
26443;2;AVENIDA;SANTA FE AV. 2340
26444;1;AVENIDA;BELGRANO AV. 468
26445;9;CALLE;MONTE y MONTIEL
26446;11;CALLE;GARCIA, JUAN AGUSTIN 2133
26447;8;CALLE;MURGUIONDO y UNANUE
26448;7;CALLE;BONIFACIO, JOSE 2385
26449;13;CALLE;LA PAMPA 2498
26450;7;CALLE;DIAZ, AVELINO 1300
26451;7;CALLE;CACHIMAYO 1700
26452;7;CALLE;ZUVIRIA y BEAUCHEF
26453;4;CALLE;TILCARA y MUJICA, JOSE PIO
26454;14;CALLE;REPUBLICA DE LA INDIA 2763
26455;3;CALLE;ESTADOS UNIDOS 2397
26456;3;CALLE;CHILE y PICHINCHA
26457;1;CALLE;SOLIS 666
26458;2;CALLE;PARAGUAY 1420
26459;1;CALLE;LIMA y CONSTITUCION
26460;4;CALLE;OLAVARRIA y VIEYTES
26461;4;CALLE;SALMUN FEIJOO, JOSE AARON y BRANDSEN
26462;11;AV. GRAL. PAZ;PAZ, GRAL. AV. y LOPE DE VEGA AV.
26463;8;AV. GRAL. PAZ;IBA├æEZ y PAZ, GRAL. AV.
26464;9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y MURGUIONDO
26465;9;AVENIDA;PERON, EVA AV. y ALBARI├æO
26466;10;AVENIDA;RIVADAVIA AV. y SAN NICOLAS
26467;15;AVENIDA;CHORROARIN AV. y COMBATIENTES DE MALVINAS AV.
26468;7;AVENIDA;SAN PEDRITO AV. 66
26469;15;AVENIDA;DEL CAMPO AV. 1270
26470;13;AVENIDA;DEL LIBERTADOR AV. y ARIAS
26471;7;AVENIDA;AVELLANEDA AV. 2319
26472;13;AVENIDA;DEL LIBERTADOR AV. y HERNANDEZ, RAFAEL
26473;15;AVENIDA;LACROZE, FEDERICO AV. y CHARLONE
26474;14;AVENIDA;DORREGO AV. 2740
26475;5;AVENIDA;DIAZ VELEZ AV. y MEDRANO AV.
26476;14;AVENIDA;OBLIGADO RAFAEL, AV.COSTANERA 1400
26477;3;AVENIDA;SARANDI e INDEPENDENCIA AV.
26478;4;AVENIDA;VELEZ SARSFIELD AV. 241
26479;2;AVENIDA;CASTILLO, RAMON S., PRES. AV. 1720
26480;12;CALLE;SUPERI y UGARTE, MANUEL
26481;6;CALLE;VALLE 1100
26482;6;CALLE;ACOYTE 853
26483;13;CALLE;SUCRE, ANTONIO JOSE DE, MCAL. y DRAGONES
26484;15;CALLE;AGUIRRE 904
26485;14;CALLE;ORTEGA Y GASSET 1557
26486;3;CALLE;PICHINCHA 400
26487;3;CALLE;COMBATE DE LOS POZOS y HUMBERTO 1┬░
26488;1;CALLE;CONSTITUCION y CEVALLOS, VIRREY
26489;1;CALLE;PARANA 600
26490;10;AVENIDA;RIVADAVIA AV. 10172
26491;9;AVENIDA;DE LA TORRE, LISANDRO AV. y TANDIL
26492;10;AVENIDA;RIVADAVIA AV. 9368
26493;9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. y OLIVERA AV.
26494;10;AVENIDA;AZUL y RIVADAVIA AV.
26495;13;AVENIDA;CRAMER AV. y BLANCO ENCALADA
26496;13;AVENIDA;CABILDO AV. 2884
26497;15;AVENIDA;CESPEDES y FOREST AV.
26498;13;AVENIDA;CABILDO AV. y ARREDONDO, VIRREY
26499;13;AVENIDA;FREIRE, RAMON, CAP. GRAL. y LACROZE, FEDERICO AV.
26500;7;AVENIDA;CARABOBO AV. 1614
26501;6;AVENIDA;VALLE y LA PLATA AV.
26502;5;AVENIDA;INDEPENDENCIA AV. 4308
26503;14;AVENIDA;CORDOBA AV. y BRAVO, MARIO
26504;4;AVENIDA;ALMAFUERTE AV. y LOS PATOS
26505;3;AVENIDA;BELGRANO AV. 2228
26506;1;AVENIDA;DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.
